SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,60,Peace River North,6060015,North Peace Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,20,13,65
2010/2011,SCHOOL LEVEL,BC Public School,60,Peace River North,6060015,North Peace Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,20,12,60
2010/2011,SCHOOL LEVEL,BC Public School,60,Peace River North,6060060,Hudson's Hope School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,60,Peace River North,6060060,Hudson's Hope School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,60,Peace River North,6060060,Hudson's Hope School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,60,Peace River North,6060060,Hudson's Hope School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161018,Victoria High School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,20,18,90
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161018,Victoria High School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,19,14,74
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161018,Victoria High School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,18,16,89
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161018,Victoria High School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,19,15,79
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161024,Oak Bay Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,36,24,67
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161024,Oak Bay Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,35,23,66
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161024,Oak Bay Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,34,23,68
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161024,Oak Bay Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,34,21,62
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161049,Mount Douglas Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,49,37,76
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161049,Mount Douglas Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,46,25,54
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161049,Mount Douglas Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,48,37,77
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161049,Mount Douglas Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,47,30,64
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161057,Reynolds Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161057,Reynolds Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161057,Reynolds Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161057,Reynolds Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161063,Spectrum Community,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,53,36,68
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161063,Spectrum Community,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,52,27,52
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161063,Spectrum Community,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,52,36,69
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161063,Spectrum Community,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,51,30,59
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161064,Lambrick Park Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,16,13,81
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161064,Lambrick Park Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,16,10,63
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161064,Lambrick Park Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,16,9,56
2010/2011,SCHOOL LEVEL,BC Public School,61,Greater Victoria,6161064,Lambrick Park Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,13,7,54
2010/2011,SCHOOL LEVEL,BC Public School,62,Sooke,6262013,Belmont Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,62,Sooke,6262013,Belmont Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,62,Sooke,6262013,Belmont Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,9,82
2010/2011,SCHOOL LEVEL,BC Public School,62,Sooke,6262013,Belmont Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,9,82
2010/2011,SCHOOL LEVEL,BC Public School,62,Sooke,6262033,Edward Milne Community School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,62,Sooke,6262033,Edward Milne Community School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,62,Sooke,6262033,Edward Milne Community School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,62,Sooke,6262033,Edward Milne Community School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363020,Stelly's Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,27,20,74
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363020,Stelly's Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,26,18,69
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363020,Stelly's Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,27,21,78
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363020,Stelly's Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,26,18,69
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363021,Claremont Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,29,24,83
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363021,Claremont Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,29,22,76
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363021,Claremont Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,27,19,70
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363021,Claremont Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,27,15,56
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363022,Parkland Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,26,16,62
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363022,Parkland Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,23,14,61
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363022,Parkland Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,26,21,81
2010/2011,SCHOOL LEVEL,BC Public School,63,Saanich,6363022,Parkland Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,23,18,78
2010/2011,SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,11,5,45
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,7,64
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,4,36
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,13,9,69
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,13,10,77
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,13,4,31
2010/2011,SCHOOL LEVEL,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,13,4,31
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,13,8,62
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,12,6,50
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,13,11,85
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,12,9,75
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,113,87,77
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,114,57,50
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,113,93,82
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,114,81,71
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,36,22,61
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,36,11,31
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,36,22,61
2010/2011,SCHOOL LEVEL,BC Public School,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,35,19,54
2010/2011,SCHOOL LEVEL,BC Public School,70,Alberni,7070001,Alberni District Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,24,14,58
2010/2011,SCHOOL LEVEL,BC Public School,70,Alberni,7070001,Alberni District Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,24,12,50
2010/2011,SCHOOL LEVEL,BC Public School,70,Alberni,7070001,Alberni District Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,23,11,48
2010/2011,SCHOOL LEVEL,BC Public School,70,Alberni,7070001,Alberni District Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,24,10,42
2010/2011,SCHOOL LEVEL,BC Public School,70,Alberni,7070005,Ucluelet Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,20,15,75
2010/2011,SCHOOL LEVEL,BC Public School,70,Alberni,7070005,Ucluelet Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,20,13,65
2010/2011,SCHOOL LEVEL,BC Public School,70,Alberni,7070005,Ucluelet Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,19,15,79
2010/2011,SCHOOL LEVEL,BC Public School,70,Alberni,7070005,Ucluelet Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,18,13,72
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171040,Georges P Vanier Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,17,15,88
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171040,Georges P Vanier Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,16,13,81
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171040,Georges P Vanier Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,18,12,67
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171040,Georges P Vanier Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,17,12,71
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171041,Highland Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171041,Highland Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171041,Highland Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171041,Highland Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171054,Mark R. Isfeld Senior Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,17,11,65
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171054,Mark R. Isfeld Senior Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,16,10,63
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171054,Mark R. Isfeld Senior Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,16,11,69
2010/2011,SCHOOL LEVEL,BC Public School,71,Comox Valley,7171054,Mark R. Isfeld Senior Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,17,10,59
2010/2011,SCHOOL LEVEL,BC Public School,72,Campbell River,7272010,Carihi Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,72,Campbell River,7272010,Carihi Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,72,Campbell River,7272010,Carihi Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,72,Campbell River,7272010,Carihi Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,72,Campbell River,7272012,Timberline Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,17,5,29
2010/2011,SCHOOL LEVEL,BC Public School,72,Campbell River,7272012,Timberline Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,15,5,33
2010/2011,SCHOOL LEVEL,BC Public School,72,Campbell River,7272012,Timberline Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,16,10,63
2010/2011,SCHOOL LEVEL,BC Public School,72,Campbell River,7272012,Timberline Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,14,6,43
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324012,South Kamloops Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,45,24,53
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324012,South Kamloops Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,43,21,49
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324012,South Kamloops Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,45,25,56
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324012,South Kamloops Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,43,18,42
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324014,Beattie School of the Arts,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324014,Beattie School of the Arts,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324014,Beattie School of the Arts,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324014,Beattie School of the Arts,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324035,Chase Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324035,Chase Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324035,Chase Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324035,Chase Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324044,Nor Kam Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,13,9,69
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324044,Nor Kam Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,12,7,58
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324044,Nor Kam Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,12,9,75
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324044,Nor Kam Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,12,9,75
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324045,Valleyview Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,36,27,75
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324045,Valleyview Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,37,24,65
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324045,Valleyview Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,37,29,78
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324045,Valleyview Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,37,26,70
